3.731013135181846337e+03,2.637986426082058188e+03
1.535370786605097464e+03,3.228585620108060084e+03
5.988124565759147799e+02,2.828112370649680997e+03
1.269110338563259575e+03,2.497310349909025433e+02
3.179126772579922545e+03,2.187193691400704211e+03
2.125734203990499736e+03,7.032774242939552778e+02
3.734992486241589177e+03,3.629441419007052446e+03
1.765816243732085923e+03,4.116361612696235170e+03
3.589812616069376872e+03,5.462269711737686748e+02
4.877012341897329293e+02,3.409183165914701021e+03
3.219438439553028729e+03,3.191770500284248442e+02
3.561245180718085976e+03,3.456701759398829381e+03
5.007823222547721684e+02,4.612600336889635400e+03
2.261379879046218321e+03,3.739492814238661140e+03
3.392823454521774693e+03,9.438087054076286222e+02
3.519556585923423881e+03,1.775186556541695609e+03
1.800213744659589338e+03,1.472429802385202038e+03
1.827467276994381109e+03,3.249007354854853020e+03
1.519643805030134445e+03,4.199381923700819243e+03
7.119186912734299995e+02,1.379267261286609710e+03
1.978742630717275119e+02,3.722722558309397755e+03
1.320282120926987545e+03,2.547707986867720592e+03
1.451743961169421198e+02,5.127020563185296851e+03
6.299708480127731036e+02,1.943402766084717541e+03
2.240018199118430857e+03,5.694412532608219408e+03
1.794638665591298832e+03,5.624511779865375502e+03
1.446097286971331187e+03,1.318732690647504569e+03
1.956837977038848749e+03,4.749172204795650032e+03
2.540424422007100020e+03,3.499980636446845210e+02
3.512131170363035380e+03,2.938735801693309895e+03
3.422998821576791215e+03,9.103988365033767138e+01
2.609424336887717345e+03,3.314824042239198207e+03
1.746192245539842361e+03,5.615989931056999922e+03
3.059111990486770082e+03,7.758560733553789532e+02
2.992789140687525105e+03,3.307694082287633137e+03
6.896047438286907436e+02,1.598026675047327444e+03
1.985058962147598550e+03,1.260206796009550089e+03
2.337382151977722913e+02,1.193820748149961673e+03
5.810333476085972393e+01,2.281905389053513773e+03
3.127542578669305840e+03,1.066145811506434256e+03
2.673880059851258579e+02,5.517462674922839142e+03
2.948373767905632576e+03,1.026046797474162531e+03
7.903039836197467594e+02,1.154201428866231026e+03
2.090449156762258553e+03,4.460389123962945632e+03
3.558869346278169814e+03,3.233694109161631900e+02
2.350999809003067185e+03,3.255718342373678297e+03
3.281131683449412321e+03,1.748913311536499123e+03
2.452761957671699747e+03,5.043786299419144598e+03
3.642555299002564425e+03,4.465051038480526586e+03
9.597591549416588350e+02,2.304440861479505202e+03
3.307596077174845504e+03,4.095672701841551770e+03
2.522822959986708156e+03,3.402764427222521135e+03
2.171295055799826969e+03,4.293310720256629793e+03
8.958824902016359601e+02,9.416984574596906441e+02
8.927563431461987875e+02,3.838722729841391583e+02
6.686949085482585815e+02,7.071152178085782225e+02
3.582623367156149015e+03,3.985557789838822373e+03
2.681576171494979917e+03,3.332594320680250348e+02
1.322643720893761838e+03,5.086167802572554137e+03
3.150926574946910819e+02,2.394371810688191545e+03
1.948230805358590715e+03,2.659604684036899471e+03
6.866363847636229139e+02,7.269698350132244968e+02
1.432710591300453189e+03,3.159511993645096936e+03
3.260340641356199285e+03,3.104217530957782856e+03
7.025898231395525499e+02,3.508185998560676580e+03
4.013870466879118908e+02,9.469801831775113214e+02
2.850340576751744720e+03,2.974784814448870748e+03
3.936910617460200683e+02,1.911597557323404999e+03
4.595146230958575870e+02,6.244595846359599136e+02
3.199968508093882519e+03,4.808422488723279002e+02
2.366146359696128911e+03,2.750986999162758821e+03
2.676216796614914529e+03,2.593564467772344415e+03
2.221836090276990944e+03,1.987574262967819550e+03
2.070125934855917876e+03,4.936601088320540839e+03
1.060958636910514770e+03,2.776073984791230941e+03
2.125031261486695655e+02,8.367013019902424276e+02
1.806656937029773417e+03,2.111955321595368332e+03
3.339905172680507803e+03,2.660696078495710481e+03
1.159842041530686707e+01,3.763483852239529824e+03
3.958745569808018558e+02,1.475010347638251915e+03
2.546823941483203726e+03,1.686653309813323631e+03
