6.555027700533411235e+02,1.486685194161418622e+03
1.157518061184342741e+02,3.861343190018222685e+03
1.076292049000714087e+03,2.939060861999601002e+03
3.462873557167706622e+03,1.045498650663016178e+03
2.503714658912460436e+03,4.134737031435675817e+03
3.068422330106888239e+03,4.551841983421314580e+03
2.158952298401638473e+03,6.183583596986456996e+02
5.506482368160964143e+02,4.712674222779387492e+03
1.813170039654859465e+03,4.210630609329837171e+03
3.742906549722421005e+03,3.277963636671058794e+02
3.715727514064996285e+03,7.210746026000467737e+02
3.166019668488483603e+03,3.034595775064472036e+03
3.376799120834980386e+03,7.750681986973639823e+02
1.478231022400695338e+03,5.566180075243162719e+03
3.596053536186300335e+03,2.669860961180896084e+03
3.252283889275871864e+00,5.576962958945829087e+03
1.830664866751298860e+03,3.913181690872897889e+03
3.665401892169160874e+03,3.029277570041505896e+03
2.964374400395921839e+03,3.545347646815500866e+03
7.667267551018088625e+02,4.627738695870504671e+03
1.143151959780934476e+03,1.925644106443422288e+03
3.272365300986315901e+02,3.267165455075637510e+02
2.299157159559406409e+03,5.284842631446161249e+03
2.794566796320939829e+03,5.505912606607804264e+03
1.491424473827989459e+03,2.202176781645198105e+02
7.645106983950777249e+02,1.608778088577684002e+02
3.582523264155649485e+03,2.522014827410281669e+03
3.391955218573304592e+03,3.164894880427134012e+03
7.420485738242896332e+02,4.019843168911073121e+02
1.273649697233773168e+03,3.105394857962014612e+03
1.444531506687424553e+03,5.297036550814218572e+03
2.483826248431181284e+03,6.122043888159702192e+02
8.877342943934095274e+02,2.860588928934700562e+03
2.628319291877264732e+03,2.213874780954021389e+03
3.052239766152314587e+03,2.595200715866397786e+03
1.591093933459655091e+03,2.307858186176244089e+03
1.804272310879274073e+03,3.748769658853289002e+03
1.752973120416174879e+03,5.516893333159727263e+03
2.384340463091348738e+03,5.186132472784551283e+03
2.116417103623200546e+03,9.727616927672920610e+02
2.805718039716028329e+02,1.862256592892715048e+02
2.710287527198347561e+03,6.838560181048138702e+02
1.486275240117090561e+03,1.798504643079289053e+03
1.748973142172763573e+03,2.315398731674372357e+03
5.801605121656976962e+02,3.036087793263404819e+03
2.775079634899630037e+03,5.624513339204354452e+03
2.508629911982246995e+03,3.867090274800678344e+03
1.979859062185716766e+03,2.125749662463992991e+03
1.933375489204830728e+03,1.364849410682008738e+03
2.441530345611691246e+03,3.281532235244844742e+03
1.062643293055421054e+03,5.935139758408780608e+02
7.241851116637700443e+02,5.581918819160734529e+03
2.379909104555856629e+03,5.455127358826415730e+03
1.936967487895431077e+02,4.612010956266824905e+03
2.741863610348820657e+03,4.107114939773331344e+02
3.710216193097410724e+03,2.493809317953273876e+03
6.940379174249106882e+02,3.996333954286181438e+02
1.349555876205630739e+03,1.760435837784006480e+03
6.048115530025929729e+02,8.708587572949036257e+02
2.102243969110377293e+03,3.389837219010915760e+03
9.454293226210527337e+02,8.068978390582462907e+02
7.280589406396907748e+01,2.000018154671244929e+03
1.442435270316056517e+02,5.500777719594128030e+03
1.483013119012417519e+03,4.901920895770153038e+03
2.018263258702568692e+03,2.862282130326648257e+03
3.274017061261738036e+03,4.090688769965612209e+03
2.929625102557803075e+03,4.943370488625403596e+03
1.346489788947251782e+03,4.943722833887230991e+03
3.502990817251211865e+03,2.860411074454788377e+03
3.474547035054297339e+02,2.784710297491014899e+03
8.953832520473761178e+02,2.570630240891480867e+02
6.401115570607468896e+01,2.001950593514793127e+03
5.263953754158590073e+02,3.238599338154058387e+03
3.706948776153275503e+03,2.388460289724755512e+03
3.347708467077209207e+03,1.913760991270828981e+03
2.402715717658768426e+03,2.672832184846836753e+03
3.215611304010471940e+03,5.203900651056621427e+03
2.111230443148461745e+03,1.448418653469932224e+03
6.995093817801389378e+02,2.733809924157234946e+03
6.317408343342252763e+00,2.937800980964046857e+02
1.753303631905720295e+03,2.539978982103802537e+03
1.327559680628080059e+03,1.875246362539625579e+03
7.340912487568862161e+02,4.684482619372931367e+03
5.235005433317403458e+02,5.437642148124977211e+03
8.415402444761267589e+02,4.842833424721691699e+03
1.804997117607889322e+03,2.859790586188296857e+03
1.116004604986185313e+03,1.393317685416746599e+03
2.391332675522582576e+03,4.322761333169353861e+02
5.826049898852237447e+02,5.106424075833851020e+03
4.981240974341671404e+02,2.229803170902580973e+02
1.686404078894818895e+03,3.071470902710252631e+03
1.524275657026868885e+03,6.126116047124369288e+02
3.651061569462206990e+03,3.051330044533072851e+03
2.471319627310700980e+03,1.989727004625820200e+03
7.605106534903819693e+02,3.903028390401536853e+03
1.769466592063990902e+03,1.260982693246541544e+02
1.661134561318403257e+03,1.984647006896816947e+03
2.804620158618272853e+03,2.585380135695598710e+03
8.909741354560258060e+02,3.977313544955646648e+03
6.252829716873909547e+02,4.879628530245147886e+03
2.144811867980549323e+03,2.307083248730185915e+03
4.739260949634438020e+02,1.317435483244303896e+03
1.052688544783839689e+03,4.095607290546146942e+03
